,Company,Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo,Price change,Price change pct,Compound,Negative,Neutral,Positive,polarity,subjectivity,text length,word_count,word_density,punctuation_count,upper_case_word_count,stopword_count,readability,noun_count,verb_count,adj_count,adv_count,pron_count,top_words,Price change sign long,Price change sign mid,Price change sign short,word_calculation
36,stryker,2018-01-01,154.85405,28782000,"As pre-announced, we delivered excellent organic sales growth of over 8% in the fourth quarter, capping off a strong year for Stryker. We expect our positive momentum to continue in 2018 with another year of strong organic sales growth and leveraged adjusted earnings gains.",-5.937912000000011,13.494734999999991,9.568847000000003,0.0,0.0,0.9661,0.0,0.632,0.368,0.41878787878787876,0.6024242424242424,274.0,44.0,6.088888888888889,6.0,0.0,16.0,10.372602196531792,12.0,4.0,10.0,0.0,3.0,"[('organic', 2), ('sales', 2), ('growth', 2), ('strong', 2), ('year', 2), ('pre', 1), ('announced', 1), ('delivered', 1), ('excellent', 1), ('8', 1)]",-1.0,1.0,1.0,0.0466987137767588
48,stryker,2019-01-01,169.264923,38668200,"We had an excellent finish to 2018 with the best organic sales growth in a decade, and strong adjusted earnings performance. Our multi-year momentum reflects the strength of our diversified model, progress on globalization and outstanding people and culture. We are well positioned to deliver for our customers, employees and shareholders in 2019 and beyond.",32.389343,37.99908499999998,5.86901899999998,0.0,0.0,0.9774,0.0,0.645,0.355,0.7333333333333333,0.7270833333333333,358.0,55.0,6.392857142857143,7.0,0.0,24.0,11.091724954128441,16.0,5.0,8.0,1.0,5.0,"[('excellent', 1), ('finish', 1), ('2018', 1), ('best', 1), ('organic', 1), ('sales', 1), ('growth', 1), ('decade', 1), ('strong', 1), ('adjusted', 1)]",1.0,1.0,1.0,0.3907595928466367
60,stryker,2020-01-01,202.938538,33901100,"We had an excellent finish to 2019, achieving 8.1% full-year organic sales growth and 13% adjusted EPS gains. This marks our seventh consecutive year of accelerating organic sales growth and is a testament to our talent, culture and durable operating model. The performance was balanced across businesses and geographies and positions us well for continued success.",35.378051,-0.8480529999999931,-13.73529099999999,0.0,0.0,0.9578,0.0,0.711,0.289,0.65,0.5,365.0,56.0,6.4035087719298245,9.0,1.0,19.0,11.281223603603603,20.0,8.0,8.0,1.0,4.0,"[('year', 2), ('organic', 2), ('sales', 2), ('growth', 2), ('excellent', 1), ('finish', 1), ('2019', 1), ('achieving', 1), ('8.1', 1), ('13', 1)]",1.0,-1.0,-1.0,0.4344547105351497
72,stryker,2021-01-01,215.509659,22965000,"In spite of COVID-19 outbreaks that intensified through the quarter, our teams showed good resilience and delivered a solid quarter of financial results. As we saw with prior pandemic spikes, the impacts were strongest in the businesses linked to deferrable procedures, but as evidenced by our guidance for 2021, we are optimistic about our prospects for the future. The Wright Medical integration is off to a strong start and we continue to advance innovation across the company. On behalf of the Stryker leadership team, I would like to offer my thanks to our employees and to the caregivers and first responders for their efforts in continuing to deal with this health crisis.",47.187607000000014,42.94352700000002,34.05694600000001,0.0,0.0,0.9437,0.058,0.75,0.192,0.17592592592592593,0.23240740740740742,679.0,112.0,6.008849557522124,10.0,2.0,55.0,10.487346017699114,32.0,15.0,10.0,0.0,10.0,"[('quarter', 2), ('spite', 1), ('COVID-19', 1), ('outbreaks', 1), ('intensified', 1), ('teams', 1), ('showed', 1), ('good', 1), ('resilience', 1), ('delivered', 1)]",1.0,1.0,1.0,0.21677004604872252
84,stryker,2022-01-01,244.295593,31891200,"We delivered a strong year of financial results, despite the ongoing challenges of the pandemic. Organic sales growth of over 7% versus 2019, coupled with double-digit adjusted EPS growth and excellent cash flow performance were all noteworthy achievements, as was the excellent integration of Wright Medical. We continue to be well-positioned for future growth.",-1.2194819999999993,-43.60687200000001,-12.755416999999994,0.0,0.0,0.9537,0.018,0.704,0.277,0.4055555555555556,0.4763888888888889,362.0,54.0,6.581818181818182,9.0,1.0,20.0,12.96186523364486,18.0,6.0,11.0,0.0,2.0,"[('growth', 3), ('excellent', 2), ('delivered', 1), ('strong', 1), ('year', 1), ('financial', 1), ('results', 1), ('despite', 1), ('ongoing', 1), ('challenges', 1)]",-1.0,-1.0,-1.0,0.21421545687632743
36,thermo,2018-01-01,221.243469,33441400,"We’re pleased to deliver an excellent 2017, with a very strong finish in the fourth quarter that capped off another outstanding year. Our performance demonstrates the continued success of our proven growth strategy and great execution by our teams. Among the highlights of 2017, we launched innovative new products in our key technology platforms, and enabled breakthroughs in proteomics, genetic analysis and structural biology. We continued to leverage our industry-leading scale to deliver strong performance in high-growth emerging markets, particularly China, India and South Korea. It was also a very active year for strategic M&A. We significantly enhanced our value proposition with the addition of Patheon’s leading services offering for pharma and biotech customers. We’re in an excellent position as we begin 2018, and we’re energized about our prospects for the future.",9.942977999999982,10.652039000000002,-13.419783999999993,0.0,0.0,0.9927,0.0,0.714,0.286,0.3813352272727273,0.6799715909090909,881.0,132.0,6.62406015037594,17.0,1.0,51.0,11.24274883485309,42.0,19.0,19.0,5.0,15.0,"[('deliver', 2), ('excellent', 2), ('2017', 2), ('strong', 2), ('year', 2), ('performance', 2), ('continued', 2), ('growth', 2), ('leading', 2), ('pleased', 1)]",1.0,1.0,-1.0,1.5679699170829728
48,thermo,2019-01-01,243.250931,47275300,"I’m pleased to report that we had a very strong finish to the year. “Our outstanding performance in 2018 is testament to the success of our growth strategy and great execution by our team. “In line with our strategy, we continued to innovate to enable our customers’ scientific advances, leveraged our scale in Asia-Pacific and emerging markets to drive growth, and enhanced our customer value proposition with the smooth integration of Patheon. At the same time, we significantly strengthened our balance sheet and effectively deployed our capital by investing in strategic M&A and returning capital to our shareholders. All in all, it was a fantastic year, which puts us in a great position as we begin 2019.",56.36589000000001,32.08021499999998,31.668837999999965,0.0,0.0,0.9915,0.0,0.71,0.29,0.4762121212121212,0.6843939393939394,710.0,117.0,6.016949152542373,13.0,1.0,54.0,9.991619349593496,33.0,22.0,9.0,3.0,17.0,"[('year', 2), ('growth', 2), ('strategy', 2), ('great', 2), ('capital', 2), ('pleased', 1), ('report', 1), ('strong', 1), ('finish', 1), ('outstanding', 1)]",1.0,1.0,1.0,2.329317012079949
60,thermo,2020-01-01,310.923401,27358800,"We finished the year strong and exceeded the goals we set out to accomplish in 2019. From a financial perspective, we again delivered excellent revenue and earnings growth, along with strong cash flow performance. We continued to execute our proven growth strategy to create a differentiated experience for our customers and gain share. Across our technology-focused businesses, we extended our leading innovation track record to support our customers’ work in life sciences, clinical and applied markets. In high-growth and emerging markets, we opened new solution centers to help our customers address their challenges in a range of applications. We also strengthened our pharma services and bioproduction capabilities through a combination of strategic acquisitions and capacity investments. We’re pleased to deliver another excellent year, and are even more excited about our prospects ahead as we kick off the next decade an even stronger company.",159.68396,100.61816399999998,21.59173599999997,0.0,0.0,0.9938,0.0,0.693,0.307,0.4378030303030303,0.6171212121212122,952.0,143.0,6.611111111111111,15.0,0.0,56.0,9.754096477495107,45.0,21.0,16.0,6.0,18.0,"[('growth', 3), ('customers', 3), ('year', 2), ('strong', 2), ('excellent', 2), ('markets', 2), ('finished', 1), ('exceeded', 1), ('goals', 1), ('set', 1)]",1.0,1.0,1.0,5.283029138720791
72,thermo,2021-01-01,507.229858,34876900,"Our team executed extremely well and operated with speed at scale to help our customers and governments around the world respond to the pandemic and continue to advance their important work. I am proud that we delivered the strongest year of performance in our company’s history. From a financial perspective, we generated exceptional growth in revenue, earnings and free cash flow for the quarter and the year. Our performance in 2020 showcased our proven strategy in action, our commitment to our customers’ success and our ability to lead in a changing environment. We are continuing to significantly invest in talent, capabilities and infrastructure to build on the value we’ve created and ensure an even brighter future.",123.78192200000008,30.774292000000003,-39.00848299999996,0.0,0.0,0.9883,0.0,0.716,0.284,0.29166666666666663,0.59,725.0,116.0,6.196581196581197,9.0,1.0,52.0,10.056654710743803,35.0,18.0,10.0,5.0,14.0,"[('customers', 2), ('year', 2), ('performance', 2), ('team', 1), ('executed', 1), ('extremely', 1), ('operated', 1), ('speed', 1), ('scale', 1), ('help', 1)]",1.0,1.0,-1.0,0.44210725257075595
84,thermo,2022-01-01,579.643372,39497300,"We had an outstanding 2021, as we continued to execute our proven growth strategy, powered by our PPI Business System, and operated with speed at scale to help our customers and governments around the world advance their important work. We exceeded the goals we set out to accomplish in 2021 and delivered for all of our stakeholders. Thanks to our incredible team, we are entering 2022 with great momentum. Our exceptional performance has enabled us to further strengthen our long-term competitive position by significantly accelerating our growth strategy through enhanced customer relationships and significant investments in commercial capabilities, innovation, capacity expansion and acquisitions, to ensure an even brighter future.",-66.27526899999998,17.745543999999995,-27.990357000000017,0.0,0.0,0.9862,0.0,0.719,0.281,0.38333333333333336,0.6454545454545454,737.0,109.0,6.7,12.0,1.0,46.0,11.072320183486239,29.0,19.0,11.0,3.0,15.0,"[('2021', 2), ('growth', 2), ('strategy', 2), ('outstanding', 1), ('continued', 1), ('execute', 1), ('proven', 1), ('powered', 1), ('PPI', 1), ('Business', 1)]",-1.0,1.0,-1.0,0.6066357466638941
36,union,2018-01-01,118.507179,115284400,"“I am pleased with the results the men and women of Union Pacific achieved by focusing on our six-track value strategy.  While we have room for improvement in many areas, that doesn’t include the dedication and hard work of our employees as they Build America. We are optimistic the economy will favor a number of our market segments leading to another year of positive volume growth. Increased unit volume, combined with inflation plus core pricing and G55-0 productivity initiatives, should result in another year of revenue growth and improved margins. We will continue to execute our value-track strategy to benefit our employees, partner with the communities we serve, provide our customers an excellent experience, and generate strong returns for our shareholders.",6.796654000000004,16.588936000000004,0.7426379999999995,0.0,0.0,0.9874,0.01,0.726,0.264,0.3948232323232323,0.7200757575757576,770.0,121.0,6.311475409836065,14.0,2.0,50.0,10.81354,45.0,19.0,9.0,0.0,13.0,"[('track', 2), ('value', 2), ('strategy', 2), ('employees', 2), ('year', 2), ('volume', 2), ('growth', 2), ('pleased', 1), ('results', 1), ('men', 1)]",1.0,1.0,1.0,0.5583859246349464
